summary_clean,summary_tag
"Stop Abuse, Violence, and Exploitation of Elders Act of 2012 or the SAVE Elders Act of 2012 - Amends the Victims of Crime Act of 1984 to designate specified funds from the Crime Victims Fund for grants for compensation and assistance to victims of elder abuse.Defines ""elder abuse"" under that Act: (1) to mean the abuse, exploitation, or neglect of an individual who is age 65 or older and lawfully present in the United States; and (2) with respect to a state that receives a grant, to include any other conduct that is defined as such under the laws of the state.Requires the Director of the Office of Victims of Crime to use such funds to make grants to states to support: (1) eligible crime victim assistance programs that provide assistance to victims of elder abuse; and (2) programs that improve the investigation, handling, and prosecution of cases of elder abuse.Apportions specified percentages of grant amounts among the states, the District of Columbia, Puerto Rico, Guam, the U.S. Virgin Islands, American Samoa, and the Northern Mariana Islands and requires the amounts remaining after such apportionment to be distributed among the states based on: (1) the population of individuals age 65 or older in a state relative to the population of such individuals in all states, (2) the population of individuals age 65 or older in a state in relation to the population of the state, and (3) the overall rate of crime in a state.","[{'label': 'additionally', 'score': 0.14706389605998993}, {'label': 'further,', 'score': 0.2867465913295746}, {'label': 'specifically,', 'score': 0.6478039026260376}, {'label': 'NAN', 'score': 'NAN'}]"
"Catalyst to Better Diabetes Care Act of 2007 - Requires the Secretary of Health and Human Services (the Secretary) to: (1) review uptake and utilization of the Medicare diabetes screening benefit; (2) establish an outreach program to identify existing efforts to increase awareness of the diabetes screening benefit among Medicare beneficiaries and providers; and (3) maximize economies of scale, cost-effectiveness, and resource allocation in increasing utilization of the diabetes screening benefit.Requires the Secretary of Commerce to establish an advisory group to examine and recommend best practices of chronic illness employee wellness incentivization and disease management programs.Directs the Secretary to prepare, biennially, a diabetes report card for the nation and for each state.Requires the Secretary, acting through the Director of the Centers for Disease Control and Prevention (CDC), to: (1) promote the education and training of physicians on how to properly complete birth and death certificates and the importance of such data; (2) encourage state adoption of the latest standard revisions of birth and death certificates; and (3) work with states to reengineer their vital statistics systems to provide cost-effective, timely, and vital systems data. Allows the Secretary to promote the addition to death certificates of language to improve the collection of diabetes mortality data.Requires the Secretary to conduct a study of the impact of diabetes on the practice of medicine in the United Sates and the level of diabetes medical education that should be required prior to licensure, board certification, and board recertification.","[{'label': 'specifically,', 'score': 0.5930864214897156}, {'label': 'specifically,', 'score': 0.3333728015422821}, {'label': 'thereafter,', 'score': 0.1047697588801384}, {'label': 'specifically,', 'score': 0.6280608177185059}, {'label': 'third,', 'score': 0.17566172778606415}, {'label': 'specifically,', 'score': 0.26609063148498535}]"
"Serving America's Veterans Effectively Act of 2014 or the SAVE Act of 2014 - Directs the Secretary of Health and Human Services (HHS) to: require the inclusion of a patient's status as a veteran in the patient information that the Secretary requires for meaningful use of electronic health records under the Medicare and Medicaid programs, include an inquiry into whether a patient is a veteran and any relevant circumstances relating to a veteran's service in the Armed Forces as part of the initial preventive examination of Medicare beneficiaries, and take such additional actions as may be appropriate to promote awareness among nongovernmental physicians of the special circumstances and health care needs of veterans. Authorizes the Secretary to make grants to organizations to educate health care providers on appropriate health care for veterans.","[{'label': 'NAN', 'score': 'NAN'}, {'label': 'additionally', 'score': 0.1981489062309265}]"
"Illinois and Michigan Canal National Heritage Corridor Act Amendments of 2005 - Amends the Illinois and Michigan Canal National Heritage Corridor Act of 1984 to designate, upon the termination of the Illinois and Michigan Canal National Heritage Corridor Commission, the Canal Corridor Association to be the management entity for the Illinois and Michigan Canal National Heritage Corridor.Requires the Association to develop and submit a proposed management plan for the Corridor to the Secretary of the Interior for approval.Authorizes the Secretary to provide technical and financial assistance to the Association for the development and implementation of the management plan.","[{'label': 'additionally', 'score': 0.25380128622055054}, {'label': 'additionally', 'score': 0.22902938723564148}, {'label': 'further,', 'score': 0.1958208680152893}]"
"Makes cigarettes, smokeless tobacco, and roll-your-own-tobacco nonmailable.Requires tobacco products attempted to be mailed to be disposed of as the Postal Service directs.Imposes a civil penalty for each mailing violation.Authorizes the Postal Service, on evidence satisfactory to the Postal Service that any person is engaged in the sending of such matter, to: (1) refuse to accept any mailing from that person or his representative unless the person or his representative establishes to the satisfaction of the postmaster that the mailing does not contain such matter; and (2) order the person to cease and desist from mailing such matter.Authorizes civil actions by states to: (1) enjoin mailings to residents of that state; and (2) obtain damages.Exempts from the prohibition the mailing of tobacco products: (1) for business purposes between businesses engaged in tobacco product manufacturing, distribution, wholesale, export, import, testing, investigation, or research; (2) for regulatory purposes between any such business and any government agency; or (3) for non-moneymaking purposes between individuals.","[{'label': 'in_short,', 'score': 0.09935962408781052}, {'label': 'additionally', 'score': 0.17834517359733582}, {'label': 'additionally', 'score': 0.28050750494003296}, {'label': 'further,', 'score': 0.16191042959690094}, {'label': '[no-conn]', 'score': 0.2908759117126465}, {'label': '[no-conn]', 'score': 0.6700302362442017}]"
"Choices in Child Care Act - Amends the Child Care and Development Block Grant Act of 1990 to require the Secretary of Health and Human Services to award grants to five to seven states for demonstration projects to provide at-home infant care benefits to low-income families. Allows grants to Indian tribes. Requires the Secretary to seek to ensure geographic diversity among participants and to give priority to states that demonstrate a commitment to improving the quality of infant care and the choices available to parents of infants, that have relevant experience, and that have a shortage of infant care.Requires states, to participate in the demonstration project, to certify to the Secretary that the state: (1) will not reduce expenditures for child care services while carrying out the project; (2) will not give priority or preference to low-income families seeking to receive at-home infant care benefits over other families on a waiting list for child care assistance through other state programs, but will select a combination of such families; and (3) will ensure that applicants are permitted to choose between receipt of at-home care subsidies and certificates for child care needed for employment.Sets forth eligibility requirements for families seeking assistance, including having a parent who had a recent work history prior to the application for benefits. Requires states to permit two-parent families to participate in the project, but prohibits states from limiting participation in the project to such families.","[{'label': 'specifically,', 'score': 0.3433353304862976}, {'label': 'additionally', 'score': 0.07278066873550415}, {'label': 'specifically,', 'score': 0.635162889957428}, {'label': 'NAN', 'score': 'NAN'}, {'label': 'additionally', 'score': 0.152950257062912}, {'label': 'specifically,', 'score': 0.15506021678447723}]"
"Children's Act for Responsible Employment of 2017 or the CARE Act of 2017 This bill amends the Fair Labor Standards Act of 1938 to redefine ""oppressive child labor,"" for purposes of the Act's child labor prohibitions, as the employment of any employee who is: 16 or 17 years of age in any occupation found by the Department of Labor to be particularly hazardous or detrimental to such employee's health or well-being; 14 or 15 years of age, unless the employment is confined to periods which do not interfere with the employee's schooling, health, and well-being; or under age 14. The bill revises exemptions for child agricultural employment. The bill increases civil penalties for child labor violations and imposes new criminal penalties for repeated or willful violations of child labor prohibitions that result in serious illness or injury of an employee under age 18. Labor shall revise regulations to prohibit the employment of children under age 18 in duties involving the handling of pesticides.","[{'label': 'NAN', 'score': 'NAN'}, {'label': 'specifically,', 'score': 0.18297743797302246}, {'label': 'additionally', 'score': 0.1724902242422104}, {'label': 'separately,', 'score': 0.2354515641927719}]"
"Resolving Environmental and Grid Reliability Conflicts Act of 2015 This bill amends the Federal Power Act with respect to orders by the Federal Energy Regulatory Commission (FERC) to generate, transmit, or sell electricity to prevent an emergency in energy reliability, where the order may result in a conflict with environmental law. FERC must ensure that the order: (1) requires generation, delivery, interchange, or transmission of electricity only during hours necessary to meet the emergency and serve the public interest; and (2) be consistent with applicable environmental law and minimize any adverse environmental impacts to the maximum extent practicable. Compliance with such an order shall not be considered a violation of conflicting federal, state, or local environmental laws. Orders that may result in a conflict with environmental law must expire within 90 days and may be renewed or reissued for subsequent periods as necessary to meet the emergency and serve the public interest. During an emergency, a municipality engaged in the transmission or sale of electricity and not otherwise subject to FERC's jurisdiction may make temporary connections with public utilities subject to FERC's jurisdiction and construct temporary facilities for the transmission of electricity in interstate commerce as may be necessary or appropriate to meet the emergency.","[{'label': 'specifically,', 'score': 0.6193286180496216}, {'label': 'further,', 'score': 0.318760484457016}, {'label': 'further,', 'score': 0.3898935914039612}, {'label': '[no-conn]', 'score': 0.30492377281188965}, {'label': 'further,', 'score': 0.20383019745349884}]"
"Amends the Public Health Service Act to allow health benefits coverage through individual membership associations (IMAs). Sets forth IMA requirements, including that the IMA be an organization operated under the direction of an association and that IMA health benefits coverage only be provided through contracts with health insurance issuers. Requires IMAs to include a minimum of two health insurance coverage options.","[{'label': 'specifically,', 'score': 0.24062223732471466}, {'label': 'specifically,', 'score': 0.2798151969909668}, {'label': 'specifically,', 'score': 0.15887612104415894}]"
Office of Strategic Services Congressional Gold Medal Act This bill requires the Speaker of the House of Representatives and the President pro tempore of the Senate to arrange for the presentation of a Congressional Gold Medal to the members of the Office of Strategic Services in recognition of their service and contributions during World War II.,"[{'label': 'specifically,', 'score': 0.3914375305175781}]"
"Veterans Pain Management Improvement Act Directs the Department of Veterans Affairs (VA) to establish a Pain Management Board in each Veterans Integrated Service Network. Requires each Board to provide: (1) recommendations for treatment, on an in-patient or out-patient basis, for patients with complex clinical pain for whom a request has been made by the patient, the patient's physician, spouse, family member, or an individual designated by the patient to make health care decisions or receive health care information for the patient, or an employee of the covered VA facility; and (2) recommendations on best practices regarding pain management in complex clinical pain cases to VA health care professionals located in the Network covered by the Board. Requires each Board to annually submit to the VA a report on pain management practices carried out in the covered Network. Directs the VA, by December 1, 2015, to submit to specified congressional committees the approved clinical guideline, handbook, directive, policy, or other guidance established to govern the step-down methodologies employed by clinicians in VA medical facilities to manage the use of opioid therapies and associated prescribing practices.","[{'label': 'nationally,', 'score': 0.28194183111190796}, {'label': 'NAN', 'score': 'NAN'}, {'label': 'specifically,', 'score': 0.2599904239177704}, {'label': 'specifically,', 'score': 0.3484427332878113}]"
"Directs the Secretary of Transportation to establish certain guidelines and standards for the operation of personal watercraft, consistent with the enforceable policies, in the national boating safety program. Authorizes the Secretary of Transportation, subject to the availability of appropriations, to make recreational boating law enforcement grants to States that have: (1) implemented a recreational boating safety program incorporating the national guidelines and standards for personal watercraft; and (2) adopted the enforceable policies under this Act, if the State is a coastal State. Requires States, as a condition of receiving a grant, to provide matching funds on a one-to-one basis of Federal-to-State contributions.Authorizes the Secretary of Transportation, subject to the availability of appropriations, to make grants to States to support the activities of collaborative task forces to minimize conflicts between personal watercraft and other recreational and commercial users. Requires the Secretary of Transportation to award task force development grants on a competitive basis, with no State receiving more than 25 percent of the total amount appropriated for a fiscal year. Sets forth similar matching fund requirements.Authorizes appropriations.","[{'label': 'specifically,', 'score': 0.5158013701438904}, {'label': 'specifically,', 'score': 0.39921700954437256}, {'label': 'specifically,', 'score': 0.33082088828086853}, {'label': 'further,', 'score': 0.2911986708641052}, {'label': 'additionally', 'score': 0.2584197521209717}, {'label': 'specifically,', 'score': 0.14813615381717682}, {'label': '[no-conn]', 'score': 0.08570857346057892}]"
"Amends the Internal Revenue Code to allow individual taxpayers a one-time refundable tax credit for up to 10% of the purchase price of a principal residence purchased in the United States within the 12-month period beginning on the date of enactment of this Act. Limits the dollar amount of such credit to $10,000. Terminates such credit after 2009.","[{'label': 'specifically,', 'score': 0.5553010702133179}, {'label': 'accordingly', 'score': 0.1860179752111435}, {'label': 'thereafter,', 'score': 0.2593581974506378}]"
"Amends the United Nations Participation Act of 1945 to prohibit the providing of U.S. intelligence information to the United Nations or any of its affiliated organizations, or to any U.N. officials or employees, unless the President certifies to appropriate congressional committees that the Director of Central Intelligence has implemented specified requirements agreed to and implemented by the United Nations for protecting such intelligence. Authorizes waiver of such requirements upon certification by the President to appropriate congressional committees that providing such information is in the vital national interests of the United States and that all possible measures protecting such information have been taken. Requires the President to report at least quarterly to specified congressional committees on the types and volume of intelligence provided to the United Nations, including the purposes for which it was provided, as well as any unauthorized intelligence disclosures that become known.","[{'label': 'further,', 'score': 0.2611905634403229}, {'label': 'further,', 'score': 0.3747268617153168}, {'label': 'further,', 'score': 0.3364947438240051}]"
